417,417,2020,4,390,01/01/2020
418,418,2020,42,21,01/01/2020
419,419,2020,0,0,01/01/2020
420,420,2020,15,25,01/01/2020
421,421,2020,0,0,01/01/2020
422,422,2020,6,15,01/01/2020
423,423,2020,0,0,01/01/2020
424,424,2020,21,70,01/01/2020
425,425,2020,22,70,01/01/2020
426,426,2020,35,90,01/01/2020
427,427,2020,3,45,01/01/2020
428,428,2020,5,65,01/01/2020
429,429,2020,11,33,01/01/2020
430,430,2020,1,60,01/01/2020
431,431,2020,8,120,01/01/2020
432,432,2020,24,30.4,01/01/2020
433,433,2020,0,0,01/01/2020
434,434,2020,101,53.35,01/01/2020
435,435,2020,1,21.33,01/01/2020
436,436,2020,0,0,01/01/2020
437,437,2020,0,0,01/01/2020
438,438,2020,69,0.35,01/01/2020
439,439,2020,15,28,01/01/2020
440,440,2020,308,0.47,01/01/2020
441,441,2020,22,28,01/01/2020
442,442,2020,10,102,01/01/2020
443,443,2020,1,112,01/01/2020
444,444,2020,45,70,01/01/2020
445,445,2020,0,0,01/01/2020
446,446,2020,0,0,01/01/2020
447,447,2020,0,0,01/01/2020
448,448,2020,101,72,01/01/2020
449,449,2020,5,1365,01/01/2020
450,450,2020,9,191.25,01/01/2020
451,451,2020,4,72.5,01/01/2020
452,452,2020,3,337.5,01/01/2020
453,453,2020,3,344,01/01/2020
454,454,2020,2,120,01/01/2020
455,455,2020,6,1550,01/01/2020
456,456,2020,0,0,01/01/2020
457,457,2020,10,307,01/01/2020
458,458,2020,9,412.5,01/01/2020
459,459,2020,7,652.5,01/01/2020
460,460,2020,6,817.5,01/01/2020
461,461,2020,2,126.72,01/01/2020
462,462,2020,6,1050,01/01/2020
463,463,2020,4,1050,01/01/2020
464,464,2020,0,0,01/01/2020
465,465,2020,3,1050,01/01/2020
466,466,2020,0,0,01/01/2020
467,467,2020,0,0,01/01/2020
468,468,2020,641,0.75,01/01/2020
469,469,2020,3221,0.75,01/01/2020
470,470,2020,328,7.8,01/01/2020
471,471,2020,373,7.8,01/01/2020
472,472,2020,711,0.24,01/01/2020
473,473,2020,693,0.26,01/01/2020
474,474,2020,400,0.29,01/01/2020
475,475,2020,3476,0.26,01/01/2020
476,476,2020,76,0.36,01/01/2020
477,477,2020,401,1.03,01/01/2020
478,478,2020,86,1.91,01/01/2020
479,479,2020,407,1.62,01/01/2020
480,480,2020,44,0,01/01/2020
481,481,2020,19,0,01/01/2020
482,482,2020,89,0.25,01/01/2020
